parser_id,oracle_id,channel,tier,packet_count,score,exact_match,confidence,reason
p001,o001,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o004,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p007,o005,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o006,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o007,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p007,o008,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o009,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o010,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o011,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o012,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o013,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o014,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o015,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o016,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p007,o017,local,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o001,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o002,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o003,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p008,o004,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p008,o005,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o006,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o007,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p008,o008,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o009,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o010,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o011,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o012,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o013,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o014,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o015,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o016,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p008,o017,local,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o001,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o002,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o003,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p009,o004,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p009,o005,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o006,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o007,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p009,o008,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o009,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o010,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o011,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o012,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o013,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o014,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o015,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o016,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p009,o017,local,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o001,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o002,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o003,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p010,o004,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p010,o005,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o006,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o007,whisper,exact_second,3,0,false,low,positive control interval executed; no raw text committed
p010,o008,whisper,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o009,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o010,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o011,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o012,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o013,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o014,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o015,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o016,group,exact_second,1,0,false,low,positive control interval executed; no raw text committed
p010,o017,local,exact_second,1,0,false,low,positive control interval executed; no raw text committed
