model_id,header_size,length_field_offset,length_width,endianness,length_convention_set,fixed_adjustment_range,alignment_model,models_represented,stream_consumed_pct,invalid_spans,frames_parsed,median_frame_size,global_score,confidence,reason
fm03443,16,9,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1113,128,83.728,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03446,16,9,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1113,128,83.728,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03447,16,9,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1113,128,83.728,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03153,16,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1115,128,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03157,16,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1115,128,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03506,16,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1115,126,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03507,16,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1115,126,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03510,16,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1115,126,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03511,16,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1115,126,83.727,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03156,16,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1114,128,83.726,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03160,16,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1114,128,83.726,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03593,16,14,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1105,131,83.725,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03596,16,14,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1104,131,83.725,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03597,16,14,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1105,131,83.725,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03600,16,14,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1104,131,83.725,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03538,16,12,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1114,128,83.719,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03539,16,12,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1114,128,83.719,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03542,16,12,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1114,128,83.719,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03543,16,12,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1114,128,83.719,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03441,16,9,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1114,128,83.717,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03445,16,9,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1114,128,83.717,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03505,16,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1116,126,83.717,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03509,16,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1116,126,83.717,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03444,16,9,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1113,128,83.716,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03448,16,9,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1113,128,83.716,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03508,16,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1115,126,83.715,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03512,16,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1115,126,83.715,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03314,16,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,126,83.71,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03315,16,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,126,83.71,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03318,16,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,126,83.71,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03319,16,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,126,83.71,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03537,16,12,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1115,128,83.709,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03540,16,12,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1114,128,83.709,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03541,16,12,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1115,128,83.709,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03544,16,12,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1114,128,83.709,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03282,16,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1116,127,83.708,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03283,16,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1116,127,83.708,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03286,16,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1116,127,83.708,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03287,16,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1116,127,83.708,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03186,16,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1118,128,83.706,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03187,16,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1118,128,83.706,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03190,16,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1118,128,83.706,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03191,16,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1118,128,83.706,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03474,16,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,128,83.701,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03475,16,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,128,83.701,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03478,16,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,128,83.701,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03479,16,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,128,83.701,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03313,16,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,126,83.699,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03317,16,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,126,83.699,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03281,16,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1117,127,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03284,16,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1116,127,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03285,16,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1117,127,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03288,16,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1116,127,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03316,16,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03320,16,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03570,16,13,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03571,16,13,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03574,16,13,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03575,16,13,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1117,126,83.697,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03185,16,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1119,128,83.696,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03189,16,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1119,128,83.696,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03188,16,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1118,128,83.694,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03192,16,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1118,128,83.694,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03473,16,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,128,83.691,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03477,16,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,128,83.691,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03476,16,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,128,83.69,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03480,16,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,128,83.69,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03569,16,13,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,126,83.687,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03572,16,13,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,126,83.687,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03573,16,13,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1118,126,83.687,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03576,16,13,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1117,126,83.687,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03250,16,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1116,128,83.674,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03251,16,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1116,128,83.674,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03254,16,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1116,128,83.674,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03255,16,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1116,128,83.674,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03249,16,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1117,127,83.663,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03253,16,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1117,127,83.663,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03252,16,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1116,128,83.661,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03256,16,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1116,128,83.661,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03378,16,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1110,130,83.646,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03379,16,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1110,130,83.646,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03382,16,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1110,130,83.646,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03383,16,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1110,130,83.646,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03377,16,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1111,129,83.634,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03381,16,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1111,129,83.634,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03380,16,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1110,130,83.633,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03384,16,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1110,130,83.633,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03346,16,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1111,124,83.577,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03347,16,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1111,124,83.577,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03350,16,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1111,124,83.577,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03351,16,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1111,124,83.577,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm03345,16,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,2,1112,124,83.565,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
