packet_no,direction,flow,payload_len,payload_hex,expected_message,key_name,key_hex,is_later_world_seed_negative_control,transform,offset,length_field_mode,bf_full_block_bytes_decrypted,leftover_bytes,exact_expected_utf16_containment,utf16_containment,ascii_containment,matched_utf16_messages,matched_ascii_messages,utf16_printable_ratio,length_le,length_sane,opcode_complement_2_3,opcode_complement_3_4,opcode_complement_4_5,marker_shape,decoded_prefix_hex,decoded_prefix_ascii
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.944,14772,no,no,no,no,,b4395cceb49ddab8de819e11050cc91f51b29e40f2f306503881d840a218fb936e7d6066,.9\.............Q..@...P8..@....n}`f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,14772,no,no,no,no,,b4396eecfb4a28791a9033c7f6fa6618797a5eda990c0d6ace7c1bfd97ff8445acf9c166,.9n..J(y..3...f.yz^....j.|.....E...f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_0,2,not_applicable,0,36,no,no,no,,,0.882,14772,no,no,no,no,,b439e6a79a0dec482d8f19c1d5c4029936300eb1feed17013a8c8a30fc9642dfe8d0c166,.9.....H-.......60......:..0..B....f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.765,56508,no,no,no,no,,bcdc9dcb71f6127ffe22aa7dec173afc0d0cdd7c3287d5847322eb1a322222210ea91d38,"....q...."".}..:....|2...s""..2""""!...8"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcd09c0928bc8127a1644f71219ffb9c88c7ed521b45622ff28b0d351c81b50f89bc38,.....(..'.dOq!......R.Eb/...5......8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_2,2,not_applicable,0,36,no,no,no,,,1.000,56508,no,no,no,no,,bcdc27a25f66248f0d2c2dad3cdff17a6a8e4d8d3e99c4d5712fb96a6cac9b6d8804bc38,"..'._f$..,-.<..zj.M.>...q/.jl..m...8"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.562,56508,no,no,no,no,,bcdc95076bf3d71436e58aded87bd3e7feef81c271bb15f0a0f6a0b90178b21bd71b7dec,....k...6....{......q........x....}.
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.941,56508,no,no,no,no,,bcdc859a24645620987d31a745251d2f60937d4cc84b30ca138dd4847b61d195227bdcec,"....$dV .}1.E%./`.}L.K0.....{a..""{.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_4,2,not_applicable,0,36,no,no,no,,,0.765,56508,no,no,no,no,,bcdc2fd49663e1e4c5eb0d0e08b31861996d11337da504a1a2fbf2c95ff60b5751b6dcec,../..c.........a.m.3}......._..WQ...
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_only,4,first_4_bytes_preserved,32,0,no,no,no,,,0.875,56508,no,no,no,no,,bcdc2fd4fe9d2995b48e87f8b28fb646d758a10e93dfd013d98bc7b96f730456a6f0fbb2,../...)........F.X..........os.V....
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.778,14772,no,no,no,no,,b439e6a7fa54ac4c19690540af192f37dbf6f0ea547d15269b142e62243a5cc6bb163d57,.9...T.L.i.@../7....T}.&...b$:\...=W
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.833,14772,no,no,no,no,,b439e6a7fe472fd5e5c7449882fd719f444a18f27970d22765c9d54a386dddea975ef4b1,.9...G/...D...q.DJ..yp.'e..J8m...^..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_0,4,not_applicable,0,36,no,no,no,,,0.882,14772,no,no,no,no,,b439e6a79a0dec482d8f19c1d5c4029936300eb1feed17013a8c8a30fc9642dfe8d0c166,.9.....H-.......60......:..0..B....f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.941,56508,no,no,no,no,,bcdc27a23f3f648b39ca312c4602dcd48748b3d69409c6f2d0b71d38b4008574dbc24009,"..'.??d.9.1,F....H.........8...t..@."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.812,56508,no,no,no,no,,bcdc27a2ea1630e20522c8ec97f3c073f2be12148ad9086c0f83ac23123b7e5eab48a02d,"..'...0.."".....s.......l...#.;~^.H.-"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_2,4,not_applicable,0,36,no,no,no,,,1.000,56508,no,no,no,no,,bcdc27a25f66248f0d2c2dad3cdff17a6a8e4d8d3e99c4d5712fb96a6cac9b6d8804bc38,"..'._f$..,-.<..zj.M.>...q/.jl..m...8"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,Blowfish_ECB_then_decXORPass_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,0.875,56508,no,no,no,no,,bcdc2fd4f63aa1e0f10d118f726e35cf74abef68d73506860363569b875a154e027020dd,../..:......rn5.t..h.5...cV..Z.N.p .
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_then_Blowfish_ECB_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,1.000,56508,no,no,no,no,,bcdc2fd449fb5c7481835b3f9463825aaab450a704356d04b4c90d8aa272c895e8ba3640,../.I.\t..[?.c.Z..P..5m......r....6@
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_87546ca1,08125a7387546ca1,no,decXORPass_only_xor_offset_4,4,not_applicable,0,36,no,no,no,,,0.765,56508,no,no,no,no,,bcdc2fd49663e1e4c5eb0d0e08b31861996d11337da504a1a2fbf2c95ff60b5751b6dcec,../..c.........a.m.3}......._..WQ...
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_only,0,included,32,4,no,no,no,,,0.778,21103,no,no,no,no,,6f529fc2a05a7ef3b945dce0917e868b8bea8b64f11e2297ca924751ad3d9bf0ce5ea9d1,"oR...Z~..E...~.....d..""...GQ.=...^.."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_0,0,included,32,4,no,no,no,,,0.882,25703,no,no,no,no,,6764d801359950dc72af9503139f826b4a1868aadb8a4af10c1eb70a89e2e15e75d0c166,gd..5.P.r......kJ.h...J........^u..f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_0,0,included,32,4,no,no,no,,,0.833,45716,no,no,no,no,,94b2323e94e9d142743667ffbc4164706749975c4e633f267d132cb7645001e0e8d0c166,"..2>...Bt6g..AdpgI.\Nc?&}.,.dP.....f"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_0,0,not_applicable,0,36,no,no,no,,,0.889,14772,no,no,no,no,,b439e6a71d5980e92d8f19c152906e3836300eb179b97ba03a8c8a307bc22e7ee8d0c166,.9...Y..-...R.n860..y.{.:..0{..~...f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_2,0,included,32,4,no,no,no,,,0.944,21103,no,no,no,no,,6f52970477a673ee3eada16f7dd09a7d7a072b969caa72d02b1c84509e8cd31979a5bc38,oR..w.s.>..o}..}z.+...r.+..P....y..8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_2,0,included,32,4,no,no,no,,,0.889,37322,no,no,no,no,,ca91779aa250ac589c99963ab7b6cac79c0e9145498ffce13d994cb1ece958fce4a5bc38,..w..P.X...:.......EI...=.L...X....8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_2,0,not_applicable,0,36,no,no,no,,,0.933,56508,no,no,no,no,,bcdc27a25f66a3db618d2dad3cdf762e062f4d8d3e9943811d8eb96a6cac1c39e4a5bc38,..'._f..a.-.<.v../M.>.C....jl..9...8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_4,0,included,32,4,no,no,no,,,0.889,21103,no,no,no,no,,6f529fc2a8a331d11d9fed6d49bcf43262111b89df9635f0133da352add6c4774be2b04d,oR....1....mI..2b.....5..=.R...wK..M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_4,0,included,32,4,no,no,no,,,0.833,34694,no,no,no,no,,868780120fb4cdb101f1cf002abd9d0832d37706b69fba4abc2dfe60e50b6865d6e2b04d,............*...2.w....J.-.`..he...M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_4,0,not_applicable,0,36,no,no,no,,,0.824,56508,no,no,no,no,,bcdc2fd49663e1e442bf61af08b318611e397d927da504a125af9e685ff60b57d6e2b04d,../..c..B.a....a.9}.}...%..h_..W...M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_only,2,first_2_bytes_preserved,32,2,no,no,no,,,0.882,56508,no,no,no,no,,bcdcb7114a8268ede79f5041b5525185e689d6f4362190ae06b7e0ca31fda9881455a9d1,....J.h...PA.RQ.....6!......1....U..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,0.944,14772,no,no,no,no,,b4397efa0cab9ed4322bc32e969779b2291656678c72c77af9f735368ebe1314d701ca66,.9~.....2+....y.).Vg.r.z..56.......f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_0,2,first_2_bytes_preserved,32,2,no,no,no,,,1.000,14772,no,no,no,no,,b439635c08bca7a7b51e634b75bbbec3fa3b0a55512533d0dc23fad4d8d1ccc01c69c166,.9c\......cKu....;.UQ%3..#.......i.f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_0,2,not_applicable,0,36,no,no,no,,,0.889,14772,no,no,no,no,,b439e6a71d5980e92d8f19c152906e3836300eb179b97ba03a8c8a307bc22e7ee8d0c166,.9...Y..-...R.n860..y.{.:..0{..~...f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.812,56508,no,no,no,no,,bcdcbfff4e94bde67e29f742f8d861a41909155bcb52ff5bdef5066c99d02153db74b738,....N...~).B..a....[.R.[...l..!S.t.8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_2,2,first_2_bytes_preserved,32,2,no,no,no,,,0.941,56508,no,no,no,no,,bcdc2872114200ec31d1a3b07293d0d0e851f745b931886b381b35fac389f3858c31bc38,..(r.B..1...r....Q.E.1.k8.5......1.8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_2,2,not_applicable,0,36,no,no,no,,,0.933,56508,no,no,no,no,,bcdc27a25f66a3db618d2dad3cdf762e062f4d8d3e9943811d8eb96a6cac1c39e4a5bc38,..'._f..a.-.<.v../M.>.C....jl..9...8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.938,56508,no,no,no,no,,bcdcb7114291ffd95d1bbb40ccb40feb011f2544886eb87be6d4216eaa8a363de933bb4d,....B...]..@......%D.n.{..!n..6=.3.M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_4,2,first_2_bytes_preserved,32,2,no,no,no,,,0.812,56508,no,no,no,no,,bcdcf3755718494a26d099f0673e45f824283c6197590e6dd9333be232b6ef14d4dfb04d,...uW.IJ&...g>E.$(<a.Y.m.3;.2......M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_4,2,not_applicable,0,36,no,no,no,,,0.824,56508,no,no,no,no,,bcdc2fd49663e1e442bf61af08b318611e397d927da504a125af9e685ff60b57d6e2b04d,../..c..B.a....a.9}.}...%..h_..W...M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_only,4,first_4_bytes_preserved,32,0,no,no,no,,,1.000,56508,no,no,no,no,,bcdc2fd4e34b19a969000fac5b0051754622cad6b77db41ec330ea7ed63d9b4b3a18cebc,"../..K..i...[.QuF""...}...0.~.=.K:..."
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.778,14772,no,no,no,no,,b439e6a760cb26e1f83a039c952b2b42791de1592fafbfee8cb5b888dd99e1e53a62e06c,.9..`.&..:...++By..Y/...........:b.l
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_0,4,first_4_bytes_preserved,32,0,no,no,no,,,0.938,14772,no,no,no,no,,b439e6a76352066331c141fa1ad90c2415784123d0c5145fdf2e0c08fd80afb5e3d80ab3,.9..cR.c1.A....$.xA#..._............
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_0,4,not_applicable,0,36,no,no,no,,,0.889,14772,no,no,no,no,,b439e6a71d5980e92d8f19c152906e3836300eb179b97ba03a8c8a307bc22e7ee8d0c166,.9...Y..-...R.n860..y.{.:..0{..~...f
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.824,56508,no,no,no,no,,bcdc27a222f405d3b43837f0fb6433544902a265688f87cfabb78bd2caf7d3a236179d32,"..'.""....87..d3TI..eh...........6..2"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_2,4,first_4_bytes_preserved,32,0,no,no,no,,,0.938,56508,no,no,no,no,,bcdc27a25e463e6b9911d355f4f7369cfb70679b7cc24f99283ed094001d42a888dad44f,..'.^F>k...U..6..pg.|.O.(>....B....O
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_2,4,not_applicable,0,36,no,no,no,,,0.933,56508,no,no,no,no,,bcdc27a25f66a3db618d2dad3cdf762e062f4d8d3e9943811d8eb96a6cac1c39e4a5bc38,..'._f..a.-.<.v../M.>.C....jl..9...8
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,Blowfish_ECB_then_decXORPass_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,0.765,56508,no,no,no,no,,bcdc2fd4ebf147ec970a7bf2cf085d1b5114927a2bb3c0ef9396acd0f9adc4cc04509147,../...G...{...].Q..z+............P.G
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_then_Blowfish_ECB_xor_offset_4,4,first_4_bytes_preserved,32,0,no,no,no,,,0.824,56508,no,no,no,no,,bcdc2fd4b15c164bd79edc0f5712dd62adcd9be6c49abc2f7cd2032bb73494ae15bfd5bd,../..\.K....W..b......./|..+.4......
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_zero,08125a7300000000,no,decXORPass_only_xor_offset_4,4,not_applicable,0,36,no,no,no,,,0.824,56508,no,no,no,no,,bcdc2fd49663e1e442bf61af08b318611e397d927da504a125af9e685ff60b57d6e2b04d,../..c..B.a....a.9}.}...%..h_..W...M
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_ff,08125a73ffffffff,no,Blowfish_ECB_only,0,included,32,4,no,no,no,,,1.000,33578,no,no,no,no,,2a830f1040de610882450068f240b6b81c66786afc5855d5a6bad15b3f794261ce5ea9d1,*...@.a..E.h.@...fxj.XU....[?yBa.^..
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_ff,08125a73ffffffff,no,Blowfish_ECB_then_decXORPass_xor_offset_0,0,included,32,4,no,no,no,,,0.889,61474,no,no,no,no,,22f09943f80234c7b2944957073d7397ee031757273e843b225a0996eecb83e9e4d0c166,"""..C..4...IW.=s....W'>.;""Z.........f"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_ff,08125a73ffffffff,no,decXORPass_then_Blowfish_ECB_xor_offset_0,0,included,32,4,no,no,no,,,0.944,8509,no,no,no,no,,3d2135b3c99e8824ae8e2c8860a127eed2679c4eec662613c386e3197976ef1be8d0c166,"=!5....$..,.`.'..g.N.f&.....yv.....f"
8745,C2S,192.168.178.127:59085<->54.37.197.248:7785,36,bcdc2fd49ea450e8fd2134cafa1a0e502c656296a17d7094ff35ddf1ff4f266dce5ea9d1,KXBOOT_SAY_01,lobby_seed_be+tail_ff,08125a73ffffffff,no,decXORPass_only_xor_offset_0,0,not_applicable,0,36,no,no,no,,,0.944,14772,no,no,no,no,,b439e6a7e2a67f162d8f19c1ad6f91c736300eb18646845f3a8c8a30843dd181e8d0c166,.9......-....o..60...F._:..0.=.....f
