match_id,combined_model_id,oracle_id,channel,representation,frame_count,exact_message_match,exact_sender_match,exact_channel_match,repeat_validated,negative_control_conflicts,local_detail_path,confidence,reason
km00001,cm001,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00028,cm002,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00029,cm002,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00030,cm002,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00031,cm002,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00032,cm002,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00033,cm002,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00034,cm002,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00035,cm003,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00036,cm003,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00037,cm003,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00038,cm003,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00039,cm003,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00040,cm003,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00041,cm003,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00042,cm003,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00043,cm003,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00044,cm003,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00045,cm003,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00046,cm003,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00047,cm003,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00048,cm003,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00049,cm003,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00050,cm003,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00051,cm003,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00052,cm004,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00053,cm004,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00054,cm004,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00055,cm004,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00056,cm004,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00057,cm004,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00058,cm004,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00059,cm004,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00060,cm004,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00061,cm004,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00062,cm004,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00063,cm004,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00064,cm004,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00065,cm004,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00066,cm004,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00067,cm004,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00068,cm004,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00069,cm005,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00070,cm005,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00071,cm005,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00072,cm005,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00073,cm005,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00074,cm005,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00075,cm005,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00076,cm005,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00077,cm005,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00078,cm005,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00079,cm005,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00080,cm005,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00081,cm005,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00082,cm005,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00083,cm005,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00084,cm005,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00085,cm005,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00086,cm006,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00087,cm006,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00088,cm006,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00089,cm006,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00090,cm006,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00091,cm006,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00092,cm006,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00093,cm006,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00094,cm006,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00095,cm006,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00096,cm006,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00097,cm006,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00098,cm006,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00099,cm006,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00100,cm006,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00101,cm006,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00102,cm006,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00103,cm007,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00104,cm007,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00105,cm007,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00106,cm007,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00107,cm007,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00108,cm007,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00109,cm007,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00110,cm007,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00111,cm007,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00112,cm007,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00113,cm007,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00114,cm007,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00115,cm007,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00116,cm007,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00117,cm007,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00118,cm007,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00119,cm007,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00120,cm008,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00121,cm008,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00122,cm008,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00123,cm008,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00124,cm008,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00125,cm008,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00126,cm008,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00127,cm008,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00128,cm008,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00129,cm008,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00130,cm008,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00131,cm008,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00132,cm008,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00133,cm008,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00134,cm008,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00135,cm008,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00136,cm008,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00137,cm009,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00138,cm009,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00139,cm009,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00140,cm009,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00141,cm009,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00142,cm009,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00143,cm009,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00144,cm009,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00145,cm009,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00146,cm009,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00147,cm009,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00148,cm009,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00149,cm009,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00150,cm009,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00151,cm009,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00152,cm009,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00153,cm009,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00154,cm010,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00155,cm010,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00156,cm010,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00157,cm010,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00158,cm010,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00159,cm010,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00160,cm010,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00161,cm010,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00162,cm010,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00163,cm010,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00164,cm010,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00165,cm010,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00166,cm010,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00167,cm010,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00168,cm010,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00169,cm010,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00170,cm010,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00171,cm011,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00172,cm011,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00173,cm011,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00174,cm011,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00175,cm011,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00176,cm011,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00177,cm011,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00178,cm011,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00179,cm011,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00180,cm011,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00181,cm011,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00182,cm011,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00183,cm011,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00184,cm011,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00185,cm011,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00186,cm011,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00187,cm011,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00188,cm012,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00189,cm012,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00190,cm012,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00191,cm012,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00192,cm012,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00193,cm012,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00194,cm012,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00195,cm012,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00196,cm012,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00197,cm012,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00198,cm012,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00199,cm012,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00200,cm012,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00201,cm012,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00202,cm012,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00203,cm012,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00204,cm012,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00205,cm013,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00206,cm013,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00207,cm013,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00208,cm013,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00209,cm013,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00210,cm013,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00211,cm013,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00212,cm013,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00213,cm013,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00214,cm013,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00215,cm013,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00216,cm013,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00217,cm013,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00218,cm013,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00219,cm013,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00220,cm013,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00221,cm013,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00222,cm014,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00223,cm014,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00224,cm014,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00225,cm014,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00226,cm014,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00227,cm014,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00228,cm014,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00229,cm014,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00230,cm014,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00231,cm014,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00232,cm014,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00233,cm014,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00234,cm014,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00235,cm014,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00236,cm014,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00237,cm014,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
